,features,label
2138,friend rememb one thing so call gandhi famili end day कौड़ के गंद नाल के कीड़ sahzad amp sahzadi never forget amp never forgiv the dynast get back देश याद रख होग अंग्रेज तलव चाट लेड माउंटबेटेन सिगरेट पिल आजाद नह मिल बल्क सावर मह क्रान्तिकारिय के बल वजह आजाद मिल है। chup bhosdi ke,HOF
1288,भक्त के मुताबिक मोद योग देश के बाप बोल योग मोद देश के पाप है😜 swara right mam,HOF
2117,दिन देख बाक़ रह tv डिबेट गल शब्द प्रयोग जाएग बस माँ बहन गाल हाई बाक़ रह गय संस् just came know rahul appoint lac peopl tweet post facebook,NONE
3715,so delhi cm highlight acut oxygen shortag nation pm televis nation spoil record care orchestr pr exercis no apolog due hcm delhi answer due hon ble pm plagiar speech plagiar brain what next,HOF
5558,so mani ask may possibl repli individu updat it day covid infect earli patch lung i hospit recov well thank doctor amp medic caregiv pl take virus light see soon रात बज zee न्यूज मेर दिव् साल बेट ओम साल बेट पढ़ पूर के रोज शेड्यूल नु dna देख हैं। हर रोज़ मां मुझ पूछ क्य नह आए सुधीर सर जल्द जल्द स्वस्थ मेर उम्र आपक लग जय यह मह प्रार्थ 🙏🙏 chal jhootha kitna paisa liya hai bey,HOF
5541,so mani ask may possibl repli individu updat it day covid infect earli patch lung i hospit recov well thank doctor amp medic caregiv pl take virus light see soon ईश्वर जल्द स्वास्थ्य लाभ कराय ईश्वर जल्द स्वास्थ्य लाभ कराय,NONE
5537,so mani ask may possibl repli individu updat it day covid infect earli patch lung i hospit recov well thank doctor amp medic caregiv pl take virus light see soon ईश्वर जल्द स्वास्थ्य लाभ कराय घबर मत अगल नम्बर तेर 'नफर गंड स्वाम '',HOF
2457,#israel हव हमल जिहाद कमांडर अब हरबीद सफ अब हरबीद उत्तर गाज आतंकवाद संगठन के ऑपरेशन कमांडर था। तू आतंकवाद नफरत फैल है।,NONE
348,you ugli mind botox kilo foundat makeup hide inher ugli grotesqu cast bone how obtus #arrestmunmundu pls take note man disgust cheap misogyni,HOF
2209,wow it cell patholog liar and sore loser #bengal bjp danger corona,HOF
4518,cannot stop think natasha narwal she lost father couldn't see last moment still tihar jail resist genocid bill pray polit prison may allah end pain suffer more power natasha don't releas need understand pain suffer gave countri deshdrohi kahi ki aur ye sare katu kabhi na sudhareng ole ole ye lo rupiya ja ke chocol khao,HOF
5273,oxygen requir today sc hear matter next week citizen tv anchor bail hear my thought exact for could arrang hear overnight,NONE
789,ration countri now who 👇 you marasi bhand histori cheater cun man histori stab ever help simpli jobless joker,HOF
1626,supriya shrinat call sambit patra naali ka keeda even keeda ethic fake gandhi max ethic,NONE
2952,countri ban twitter china iran north korea turkmenistan modi ghulam bhakt want #bantwitterinindia amp make india join list whi declar india authoritarian regim drop facad democraci #istandwithtwitterind i understand crimin offenc label tweet someon manipul media it seem delhi polic becom habitu laugh stock countri intern clear govern scare self destruct mode delhi polic puppet,NONE
5517,so mani ask may possibl repli individu updat it day covid infect earli patch lung i hospit recov well thank doctor amp medic caregiv pl take virus light see soon बस दिन जल्द ठीक हो वापस लौट 💐 rohit sir aap mrna mt abhi real hero tum ho,NONE
3316,if covid vaccin certif hon ble pm photo death certif die oxygen also carri photo it seem,NONE
321,you ugli mind botox kilo foundat makeup hide inher ugli grotesqu cast bone how obtus #arrestmunmundu dilip hatr uncal have consid may genuin known mean word i one till salman khan court controversi use ill inform yes intent hurt mayb no know law excus,HOF
871,ration countri 😂😂😂😂😂👇👇👇👇 meanwhil scientif tempera good bye tata,NONE
5289,oxygen requir today sc hear matter next week citizen tv anchor bail hear wb tv 📺 channel expos bjp govern mismanag fiza don't worri in fact bjp expos tmc tolabaj cut money syndic commit club nd may,NONE
169,watch video randeep hooda make dirti joke nation leader mayavati dalit woman voic oppress no toler castiest peopl arrest #arresterandeephood koi sens hai tweet aur trend ki,NONE
2145,friend rememb one thing so call gandhi famili end day कौड़ के गंद नाल के कीड़ sahzad amp sahzadi never forget amp never forgiv the dynast get back #galiwalimadam मुझ समझ नह आत कांग्रेस पार्ट प्रवक् बन के राज शैक्षणिक अनुभव देख जीब रोड के अनुभव के आधार प्रवक् बन दे भाष स्तर देख लग kamathipura se hai shayad,HOF
2118,दिन देख बाक़ रह tv डिबेट गल शब्द प्रयोग जाएग बस माँ बहन गाल हाई बाक़ रह गय संस् के रह संभव है।।,NONE
